,user_id,rec
1773,2312,"[1082185, 1005274, 979707, 1029743, 1092303]"
1774,2313,"[1082185, 1029743, 1106523, 854852, 1126899]"
1775,2314,"[1082185, 951412, 985999, 1131488, 1029743]"
1776,2317,"[1082185, 1029743, 972665, 1127831, 971922]"
1777,2319,"[1037840, 1106523, 1081177, 8019977, 1029743]"
1778,2321,"[1090884, 986912, 1106523, 1082185, 1029743]"
1779,2322,"[1082185, 898068, 1068719, 899624, 951412]"
1780,2323,"[1029743, 1082185, 1106523, 986912, 1051323]"
1781,2324,"[1082185, 1029743, 6979545, 981086, 999858]"
1782,2326,"[1082185, 865528, 1027168, 1014948, 1119761]"
1783,2328,"[1082185, 951412, 977658, 8090545, 899624]"
1784,2330,"[1101010, 1082185, 885290, 1019643, 979707]"
1785,2331,"[1082185, 1029743, 989069, 835098, 854405]"
1786,2332,"[860248, 1082185, 1029743, 1126899, 863447]"
1787,2333,"[1029743, 1075175, 909714, 1082185, 1126899]"
1788,2334,"[1082185, 1042907, 7442056, 12810464, 12988031]"
1789,2335,"[1016800, 1029743, 1082185, 1106523, 1021324]"
1790,2336,"[1082185, 977658, 1029743, 897954, 1024051]"
1791,2337,"[1082185, 894439, 1103105, 1044078, 1015539]"
1792,2338,"[7155863, 1082990, 1106523, 890695, 1004906]"
1793,2341,"[825365, 1082185, 1106523, 1098284, 907625]"
1794,2342,"[916122, 1016276, 7166865, 1029743, 1068719]"
1795,2343,"[1082185, 897954, 7409874, 1029743, 879876]"
1796,2344,"[6424472, 12810391, 9926758, 1000753, 12262978]"
1797,2345,"[1082185, 1015280, 5569230, 923169, 1106523]"
1798,2346,"[1130375, 916993, 1029743, 1106523, 976199]"
1799,2347,"[1082185, 5569230, 1029743, 857503, 8090521]"
1800,2348,"[1082185, 1106523, 9884698, 14106445, 1029743]"
1801,2349,"[1029743, 1106523, 1082185, 1004906, 986912]"
1802,2351,"[1082185, 951412, 976199, 1029743, 899624]"
1803,2352,"[1106523, 1029743, 1051516, 1082185, 1070820]"
1804,2353,"[1047769, 1082185, 1029743, 1106523, 866211]"
1805,2354,"[913210, 5592094, 972143, 1082185, 897954]"
1806,2355,"[1029743, 1082185, 1106523, 1004906, 1126899]"
1807,2357,"[9575582, 1106523, 1126899, 979707, 1029743]"
1808,2358,"[1082185, 5591520, 939900, 870547, 847790]"
1809,2359,"[972143, 1133312, 1130458, 844462, 1103105]"
1810,2360,"[1082185, 1106523, 1029743, 844179, 1068719]"
1811,2361,"[902172, 5568995, 868683, 1057011, 12811532]"
1812,2363,"[1082185, 1096794, 6602697, 1033142, 944137]"
1813,2364,"[1082185, 1029743, 899624, 1044078, 854852]"
1814,2366,"[913210, 1037965, 1029743, 1082185, 1106523]"
1815,2367,"[1102845, 1082185, 1050851, 1029743, 1106523]"
1816,2369,"[1076580, 1121059, 1112238, 992986, 1082185]"
1817,2370,"[1082185, 5568721, 825365, 897954, 1110409]"
1818,2371,"[1072523, 6602440, 1126899, 1082185, 1026118]"
1819,2372,"[1082185, 892314, 862799, 890909, 1029743]"
1820,2374,"[1082185, 872137, 6464147, 1042907, 1019643]"
1821,2375,"[896613, 957951, 5585510, 1082185, 1029743]"
1822,2376,"[1082185, 976199, 845208, 1106523, 1041796]"
1823,2377,"[1082185, 13189726, 866211, 1106523, 899624]"
1824,2378,"[1082185, 1029743, 916122, 1044078, 1022254]"
1825,2379,"[860248, 1082185, 9676866, 976199, 1101706]"
1826,2380,"[1082185, 1068719, 885023, 1029743, 1093571]"
1827,2381,"[5570408, 1029743, 1082185, 1106523, 1068719]"
1828,2386,"[835973, 1082185, 1029743, 1022254, 866211]"
1829,2387,"[940947, 839243, 965842, 1050741, 848029]"
1830,2388,"[1106523, 972665, 933835, 1024051, 1121360]"
1831,2389,"[1029743, 12301100, 893018, 1082185, 930666]"
1832,2392,"[823990, 1127758, 1029743, 1082185, 1068719]"
1833,2393,"[1082185, 913210, 851819, 995965, 1055504]"
1834,2394,"[906838, 908064, 908318, 910473, 5569327]"
1835,2395,"[993638, 1029743, 1048507, 825731, 949294]"
1836,2396,"[1079987, 961979, 1106523, 6513604, 1082185]"
1837,2398,"[1106523, 1082185, 1070820, 1027168, 1029743]"
1838,2400,"[1082185, 1029743, 1068719, 1044078, 1106523]"
1839,2401,"[1082185, 1026118, 1106523, 1081177, 825343]"
1840,2402,"[1037337, 1106523, 979707, 1029743, 1082185]"
1841,2404,"[1051323, 1029743, 1106523, 986912, 1126899]"
1842,2405,"[964521, 1005274, 936914, 829323, 1082212]"
1843,2406,"[1082185, 1029743, 1046587, 1008547, 979707]"
1844,2407,"[1029743, 899624, 1082185, 1051989, 890909]"
1845,2408,"[1101010, 846823, 1082185, 5591520, 6633210]"
1846,2410,"[947798, 1106523, 989824, 8291322, 1097418]"
1847,2412,"[1082185, 1068719, 899624, 916122, 1044078]"
1848,2415,"[1106523, 1082185, 845208, 1029743, 1070820]"
1849,2416,"[6633210, 1099089, 1008547, 976199, 910473]"
1850,2418,"[1101010, 825994, 1029743, 1082185, 965766]"
1851,2419,"[1126899, 1029743, 1070820, 1106523, 979707]"
1852,2420,"[1121059, 1068719, 1082185, 1106523, 12695224]"
1853,2421,"[1082185, 887102, 951197, 1105488, 999104]"
1854,2423,"[1029743, 985999, 957736, 9881592, 1082185]"
1855,2424,"[913210, 1029743, 1019643, 843464, 1082185]"
1856,2425,"[1126899, 1029743, 1004906, 1106523, 1082185]"
1857,2426,"[1082185, 1029743, 1033403, 899624, 1106523]"
1858,2427,"[1082185, 972665, 5568721, 1105917, 1029743]"
1859,2430,"[976199, 1079987, 1082185, 1102067, 1021324]"
1860,2431,"[1082185, 1106523, 1022254, 1029743, 1068719]"
1861,2432,"[1101010, 859154, 1137344, 1082185, 983584]"
1862,2435,"[1029743, 1082185, 899624, 12695224, 1106523]"
1863,2437,"[1082185, 1029743, 5570882, 952698, 1048068]"
1864,2438,"[880427, 5592094, 892531, 1101706, 919766]"
1865,2440,"[825365, 874972, 1104649, 870547, 1018007]"
1866,2441,"[885023, 1082185, 979707, 1029743, 1124432]"
1867,2442,"[1082185, 860248, 5592931, 827919, 1126899]"
1868,2445,"[1031087, 883003, 933835, 1082185, 844179]"
1869,2446,"[963868, 1044259, 837270, 1082185, 990797]"
1870,2447,"[1082185, 1109778, 1011926, 1113111, 945244]"
1871,2448,"[1082185, 951412, 1029743, 1106523, 1042907]"
1872,2449,"[1082185, 1029743, 1022254, 899624, 868548]"
1873,2450,"[831628, 1102949, 1082185, 1022254, 878996]"
1874,2451,"[1082185, 1068719, 1004390, 845208, 1022254]"
1875,2452,"[949023, 1082185, 1106523, 1074333, 1025581]"
1876,2453,"[1082185, 1028953, 6039859, 976199, 1136719]"
1877,2454,"[972665, 1082185, 1037863, 956672, 835098]"
1878,2455,"[9187298, 1131321, 959316, 990656, 1091520]"
1879,2456,"[951412, 1121393, 1082185, 976199, 12695224]"
1880,2457,"[1106523, 1082185, 1068719, 1029743, 825994]"
1881,2458,"[1126899, 913210, 10150194, 965842, 998119]"
1882,2459,"[1082185, 1029743, 1099089, 5592094, 852080]"
1883,2460,"[879504, 907631, 12695224, 5569230, 1106523]"
1884,2461,"[1110409, 9547021, 909714, 866871, 986912]"
1885,2462,"[1082185, 1029743, 8293343, 971922, 916122]"
1886,2464,"[1082185, 1106523, 1029743, 979707, 1126899]"
1887,2465,"[993379, 986912, 10344585, 1082185, 1029743]"
1888,2466,"[998352, 951190, 1029743, 1126899, 979707]"
1889,2467,"[1082185, 995628, 1029743, 1003649, 1103105]"
1890,2468,"[956672, 1031316, 1037863, 1082185, 1029743]"
1891,2469,"[1082185, 1068719, 1029743, 1044078, 1070820]"
1892,2470,"[933835, 1106523, 1029743, 1051516, 1082185]"
1893,2471,"[5587656, 5585701, 9835509, 1082185, 1126899]"
1894,2472,"[1068719, 1126899, 1082185, 1106523, 979707]"
1895,2474,"[1029743, 1106523, 940766, 1076056, 1082185]"
1896,2475,"[1082185, 955431, 971922, 940947, 1088414]"
1897,2478,"[1082185, 6464147, 932949, 9297474, 1123106]"
1898,2479,"[1082185, 916122, 935393, 1101010, 1106523]"
1899,2481,"[1082185, 1029743, 850102, 948086, 871756]"
1900,2482,"[1005274, 1106523, 1082185, 1029743, 839243]"
1901,2483,"[1082185, 6533936, 1070820, 1002771, 1029743]"
1902,2484,"[899624, 1029743, 983584, 1082185, 838186]"
1903,2485,"[1083446, 12695224, 1082185, 944249, 1106523]"
1904,2486,"[1082185, 1011926, 883068, 1016276, 940947]"
1905,2488,"[1082185, 885023, 972665, 933835, 1008547]"
1906,2489,"[1082185, 1029743, 1068719, 1106523, 844179]"
1907,2490,"[1127758, 1082185, 1044078, 1106523, 1029743]"
1908,2492,"[999625, 1128812, 1082185, 914577, 1043494]"
1909,2494,"[971922, 1079987, 1082185, 957736, 969568]"
1910,2496,"[1082185, 12810464, 1110218, 899624, 1106523]"
1911,2497,"[916993, 1068719, 1082185, 899624, 1029743]"
1912,2498,"[5564901, 1082185, 1030981, 1070820, 1106523]"
1913,2499,"[904129, 1060872, 820321, 1059902, 990656]"
1914,2500,"[1082185, 1019643, 1056509, 1106523, 1065538]"
